ET_ID,LINKNO,ROADNO,STARTKM,ENDKM,LENGTHKM,STARTDESC,ENDDESC,CLASS,REGION,WIDTH,LANES,SURFTYPE,CONDITION,AADT,PAVEMTYPE,COMMENT,geometry
,180-11,EN180,0.0,70.33,70.33,LUTEMBO,LUMBALA-NGUIMBO,Primary,MOXICO,7.9,2,Paved,Good,645,Paved,,"LINESTRING (21.40044012088762 -14.129806200839557, 21.422931665062745 -14.073577340401746, 21.428554551106526 -14.024845661355647, 21.430428846454454 -13.981736868353329, 21.424805960410673 -13.94987384743857, 21.424805960410673 -13.918010826523812, 21.426680255758598 -13.891770691652836, 21.434177437150307 -13.848661898650516, 21.434177437150307 -13.820547468431613, 21.434177437150307 -13.796181628908561, 21.417308779018963 -13.723084110339412, 21.38919434880006 -13.644363705726482, 21.36482850927701 -13.575014777853186, 21.361079918581158 -13.539403166242574, 21.35897599321844 -13.52257176334085)"
,180-13,EN180,0.0,42.81,42.81,NINDA,CHIUME,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (21.115547228002725 -15.136302802676314, 21.14366165822163 -15.098816895717777, 21.18114756518017 -15.057582398063383, 21.20551340470322 -15.016347900408991, 21.213010586094928 -14.98073628879838, 21.213010586094928 -14.952621858579477, 21.224256358182487 -14.933878905100206, 21.2598679697931 -14.90763877022923, 21.282359513968224 -14.873901453966544, 21.31422253488298 -14.838289842355934, 21.32171971627469 -14.827044070268371)"
,180-14,EN180,0.0,90.95,90.95,CHIUME,NERIQUINHA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (21.115547601755438 -15.136302763773646, 21.134216548447604 -15.145655096034044, 21.14447568901327 -15.147364953509893, 21.164993970171036 -15.152494525702007, 21.182092537847 -15.15762409781377, 21.19406153532264 -15.157624098078124, 21.207740389579495 -15.159333955622193, 21.2179995302537 -15.162753670333593, 21.22996852777497 -15.164463527837157, 21.241937525160672 -15.174722671557564, 21.247067095302796 -15.188401529617137, 21.25561637896164 -15.207209959480398, 21.25903609221981 -15.22601838923372, 21.26245580554538 -15.241407104499558, 21.264165662130445 -15.253376105241678, 21.26758537543013 -15.270474677751055, 21.277844515913184 -15.290992964891531, 21.284683942697185 -15.316640823690358, 21.294943083220048 -15.337159110828477, 21.303492366914643 -15.359387255173623, 21.31888107786132 -15.385035114145323, 21.332559932146538 -15.403843544104573, 21.3496585001061 -15.42436183137393, 21.36162749760479 -15.444880118537526, 21.377016208816144 -15.465398405766994, 21.38898520632126 -15.48933640741372, 21.397534490242673 -15.508144837261025, 21.407793631002413 -15.528663124384213, 21.418052771811446 -15.547471554262449, 21.430021769387398 -15.573119413146546, 21.441990767019856 -15.59705741478521, 21.44883019427855 -15.609026415620049, 21.452249907760276 -15.624415130877036, 21.438571052550806 -15.643223560298141, 21.4248921972012 -15.672291133180682, 21.42489219698046 -15.685969991130397, 21.430021767283833 -15.703068563665022, 21.431731623761255 -15.727006565109633, 21.438571050937128 -15.744105137676039, 21.447120334934144 -15.764623424761332, 21.457379475921503 -15.778302282902592, 21.463563909612297 -15.784486718159)"
,180-15,EN180,0.0,86.96,86.96,NERIQUINHA,RIVUNGO,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (21.46356363376512 -15.78448674874187, 21.467638342079052 -15.7885614570558, 21.474477771042466 -15.798820600500923, 21.483027057246737 -15.805660029464338, 21.48986648621015 -15.814209315668608, 21.500125629655273 -15.824468459113731, 21.513804487582103 -15.836437459799708, 21.532612917231496 -15.851826174967393, 21.541162203435764 -15.862085318412515, 21.551421346880886 -15.875764176339345, 21.56168049032601 -15.892862748747884, 21.577069205493697 -15.908251463915567, 21.578779062734547 -15.916800750119837, 21.591435990302394 -15.93424129397655, 21.605114848229224 -15.94792015190338, 21.615373991674346 -15.95646943810765, 21.625633135119468 -15.966728581552772, 21.63418242132374 -15.987246868443018, 21.641021850287153 -16.002635583610704, 21.64786127925057 -16.012894727055826, 21.659830279936546 -16.031703156705216, 21.668379566140814 -16.043672157391196, 21.68034856682679 -16.053931300836318, 21.69744713923533 -16.072739730485708, 21.712835854403014 -16.08641858841254, 21.71454571164387 -16.098387589098518, 21.7282245695707 -16.118905875988762, 21.74190342749753 -16.1360044483973, 21.76926114335119 -16.159942449769254, 21.781230144037167 -16.165072021491817, 21.798328716445706 -16.17533116493694, 21.803458288168265 -16.183880451141206, 21.812007574372537 -16.192429737345478, 21.820556860576804 -16.209528309754013, 21.82739628954022 -16.224917024921698, 21.837655432985343 -16.242015597330237, 21.84962443367132 -16.255694455257068, 21.86330329159815 -16.2693733131839, 21.875272292284127 -16.28305217111073, 21.888951150210957 -16.29331131455585, 21.900920150896933 -16.303570458000976, 21.90775957986035 -16.315539458686953, 21.918018723305472 -16.31895917316866, 21.92998772399145 -16.33263803109549, 21.936827152954866 -16.346316889022322, 21.950506010881696 -16.366835175912566, 21.95221586812255 -16.375384462116834)"
,190-07,EN190,0.0,47.19,47.19,LUMBALA,CARIPANDE,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (22.733152652708537 -13.045858277061962, 22.76579039163427 -12.943593361761334, 22.744031899017113 -12.884845431695014, 22.709218310829666 -12.80433900901154, 22.674404722642215 -12.752118626730368, 22.615656792575898 -12.69772239518748, 22.60042584774389 -12.68249145035547)"
,200-04,EN200,0.0,36.28,36.28,BELIZE,MICONJE,Primary,CABINDA,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (12.640244846326802 -4.697262171225276, 12.646186602372275 -4.68537865913433, 12.67199973838694 -4.68537865913433, 12.707199469316029 -4.659565523119665, 12.733012605330694 -4.650178928205241, 12.7353592540593 -4.624365792190575, 12.737705902787907 -4.589166061261487, 12.744745848973725 -4.5633529252468215, 12.763519038802572 -4.537539789232156, 12.763519038802572 -4.514073301946096, 12.765865687531178 -4.46010038118816)"
,201-01,EN201,0.0,15.32,15.32,CABASSANGO,SUTAMBANDO,Primary,CABINDA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (12.108804043521515 -5.595878365833436, 12.136963828264784 -5.577105176004589, 12.155737018093633 -5.577105176004589, 12.205016641394357 -5.577105176004589, 12.230829777409022 -5.567718581090165)"
,202-02,EN202,0.0,19.47,19.47,SASSAZAU,PEDRO COTA,Primary,CABINDA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (12.1455078125 -5.33660888671875, 12.1790771484375 -5.33660888671875, 12.19873046875 -5.33660888671875, 12.223876953125 -5.337890625, 12.234130859375 -5.32769775390625, 12.24951171875 -5.319091796875, 12.261474609375 -5.30889892578125, 12.271728515625 -5.3037109375, 12.28369140625 -5.30029296875, 12.294921875 -5.29150390625)"
,210-01,EN210,0.0,39.22,39.22,N'ZETO,CASA DA TELHA,Primary,ZAIRE,7.9,2,Paved,Good,415,Paved,,"LINESTRING (12.788151310198495 -7.2544963820434925, 12.81387793586782 -7.26385151865052, 12.837265777385387 -7.268529086954033, 12.853637266447683 -7.268529086954033, 12.87702510796525 -7.261512734498763, 12.89105781287579 -7.233447324677683, 12.893396597027547 -7.189010425794305, 12.907429301938087 -7.146912311062685, 12.93315592760741 -7.086103923117011, 12.965898905732004 -7.041667024233634)"
,210-03,EN210,0.0,32.16,32.16,TOMBOCO,QUIXIMBA,Primary,ZAIRE,5.5,2,Unpaved,Poor,415,Track,,"LINESTRING (13.260585708853455 -6.819482529816753, 13.290405206788364 -6.825037142177109, 13.328995145292254 -6.825037142177109, 13.365830995682416 -6.818020789721913, 13.392142317389585 -6.8074962610389775, 13.400912757958793 -6.793463556128472, 13.413191374755513 -6.7829390274454795, 13.434240432121214 -6.7829390274454795, 13.467568106283863 -6.788201291787004, 13.479846723080641 -6.793463556128472, 13.490371251763463 -6.793463556128472, 13.500895780446342 -6.781184939331695, 13.500895780446342 -6.769204915165131)"
,210-05,EN210,0.0,24.09,24.09,QUIANDE,MBANZA-CONGO,Primary,ZAIRE,5.5,2,Unpaved,Poor,415,Track,,"LINESTRING (13.999708738693325 -6.4233540836434955, 14.009581333453355 -6.418088699771431, 14.035892655160694 -6.391777378064205, 14.063958064981762 -6.3549415276741, 14.085007122347633 -6.3426629108773795, 14.12008888462401 -6.325122029739191, 14.13938385387604 -6.305827060487161, 14.156663660895235 -6.29464600888652)"
,210-06,EN210,0.0,30.73,30.73,MBANZA-CONGO,GOMBE,Primary,ZAIRE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.183236056721341 -6.283023915007561, 14.209867670708292 -6.27421185294882, 14.233921987212254 -6.27421185294882, 14.256472908934718 -6.265191484259835, 14.270003461968198 -6.239633772974375, 14.282030620220178 -6.2155794564704125, 14.288044199346169 -6.205055692999929, 14.321118884539118 -6.197538719092441, 14.37073091232854 -6.1719810078069814, 14.394785228832502 -6.155443665210507)"
,210-07,EN210,0.0,23.18,23.18,GOMBE,CUIMBA,Primary,ZAIRE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.394785228832502 -6.155443665210507, 14.405308992302984 -6.170477613025484, 14.411322571428975 -6.187014955621958, 14.42184633489946 -6.196035324310944, 14.438383677495933 -6.196035324310944, 14.457927809655402 -6.181001376495967, 14.492505889629848 -6.162960639117996, 14.519566995696804 -6.161457244336498, 14.545124706982264 -6.153940270429009, 14.556442338277696 -6.144131656639636)"
,210-08,EN210,0.0,25.11,25.11,CUIMBA,LUVACA,Primary,ZAIRE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.556442338277696 -6.144131656639636, 14.567675628704729 -6.13439613826954, 14.59172994520869 -6.104328242639587, 14.61277747214966 -6.075763741791133, 14.621797840838644 -6.0396822670351895, 14.623301235620142 -6.017131345312725, 14.636831788653621 -6.006607581842242, 14.654872526031593 -6.008110976623739, 14.686443816443042 -6.009614371405236)"
,210-15,EN210,0.0,30.74,30.74,SUNZA,SACANDICA,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (15.673878710931506 -6.073292545202182, 15.68770474092047 -6.066743373102147, 15.73882016349139 -6.066743373102147, 15.771894848684338 -6.063736583539152, 15.809479718221779 -6.063736583539152, 15.835037429507238 -6.063736583539152, 15.857588351229703 -6.057723004413162, 15.87111890426318 -6.032165293127702, 15.889159641641154 -6.023144924438716, 15.916220747708111 -6.009614371405237)"
,215-01,EN215,0.0,75.83,75.83,Ponte Freitas Morna,Quibala Norte,Primary,ZAIRE,5.5,2,Unpaved,Poor,20,Track,2 assumptions made: Based on map information road is a track and traffic assumed a maximum of 20 cars/day,"LINESTRING (13.24133169376492 -7.751194746911617, 13.259026689435581 -7.699835580258887, 13.296963541835595 -7.6596664587197845, 13.34382670840375 -7.641813520710543, 13.359447782511497 -7.608339250495876, 13.408542555374163 -7.579328222274458, 13.442016262708599 -7.579328227891601, 13.482184721516436 -7.57932823471084, 13.50673211950754 -7.5770966207463495, 13.531279533257836 -7.552548825115007, 13.573679598297055 -7.552548832519389, 13.611616508440093 -7.552548839209866, 13.642858685776705 -7.534695899451814, 13.667406127207842 -7.496758395111245, 13.674100909917096 -7.43650470607392, 13.683027258846293 -7.411956908000914, 13.687391560584626 -7.399954913150883)"
,215-02,EN215,0.0,26.74,26.74,Quibala Norte,Quimaria,Primary,ZAIRE,5.5,2,Unpaved,Poor,20,Track,2 assumptions made: Based on map information road is a track and traffic assumed a maximum of 20 cars/day,"LINESTRING (13.687357850078541 -7.399955750530654, 13.691919960767372 -7.387409946136371, 13.691919960767372 -7.356167291101095, 13.691919960767372 -7.338314345366651, 13.714236142935425 -7.315998163198597, 13.76556336192195 -7.282523889946517, 13.799037635174031 -7.244586380260825, 13.80350087160764 -7.222270198092771)"
,215-03,EN215,0.0,19.38,19.38,Quimaria,Mapata,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (13.803532941640958 -7.222269387963276, 13.86155417906135 -7.226732635130662, 13.888333216167206 -7.2334274945876125, 13.932964961290494 -7.22896426675804, 13.955280837036378 -7.2289642709905015, 13.967843282351856 -7.232104927770572)"
,215-04,EN215,0.0,31.3,31.3,Mapata,Toto,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (13.967813528390574 -7.232105707253227, 13.990956801819296 -7.237891525610408, 14.040052402589016 -7.242354762044019, 14.086916385141928 -7.244586380260825, 14.12039065839401 -7.237891525610408, 14.158328168079702 -7.21780696165916, 14.198497295982198 -7.175406215539857, 14.205385698870607 -7.164690922157887)"
,215-05,EN215,0.0,15.52,15.52,Toto,Bembe,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (14.205385698870607 -7.164690922157887, 14.218581859933447 -7.144163560504581, 14.22304509636706 -7.115152523686111, 14.218581859933447 -7.079446632217224, 14.229739951017475 -7.048203977181949, 14.236897967212352 -7.041045960987071)"
,215-07,EN215,0.0,21.57,21.57,Lucunga,Chimacongo,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (14.588430411013235 -6.8232830540633245, 14.611824172790822 -6.814806116359678, 14.645224499977834 -6.801959836672366, 14.682478711071038 -6.780121161203936, 14.718448294195511 -6.746720834016926, 14.745425481538867 -6.728736042454688)"
,215-09,EN215,0.0,32.03,32.03,Damba,Camatombo,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (15.123427285727557 -6.740840912713927, 15.123106104345837 -6.712035878861183, 15.130813872158225 -6.663220016049397, 15.160360315439041 -6.607981013393957, 15.200183782469708 -6.570726802300752, 15.228445597781795 -6.552742010738515, 15.260561297000075 -6.542464986988666, 15.27236245250388 -6.536395821300993)"
,215-10,EN215,0.0,52.96,52.96,Camatombo,Cuilo Futa,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (15.27236245250388 -6.536395821300993, 15.305523275905665 -6.519341683551504, 15.381316326060807 -6.476948960583375, 15.422424421060205 -6.458964169021138, 15.457109376215946 -6.4512564012087505, 15.485371191528033 -6.466671936833525, 15.509779122933926 -6.478233588552106, 15.526479286527431 -6.478233588552106, 15.563733497620635 -6.467956564802257, 15.609980104494959 -6.467956564802257, 15.64209580371324 -6.46024879698987, 15.667788363087862 -6.453825657146213, 15.699904062306143 -6.453825657146213)"
,215-12,EN215,0.0,18.5,18.5,Quinsolo,Quimbele,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (16.013353286676555 -6.524480195426429, 16.040330474019907 -6.545034242926128, 16.077584685113113 -6.550172754801053, 16.113554268237586 -6.5617344065196335, 16.143100711518404 -6.550172754801053, 16.161085503080642 -6.543749614957397)"
,220-02,EN220,0.0,57.21,57.21,Bela Vista,Nambuangongo,Primary,BENGO,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (14.10467529296875 -8.031494140625, 14.097900390625 -7.99407958984375, 14.097900390625 -7.97027587890625, 14.08770751953125 -7.9600830078125, 14.05548095703125 -7.94989013671875, 14.00787353515625 -7.92437744140625, 13.97552490234375 -7.90228271484375, 13.97027587890625 -7.876708984375, 13.9619140625 -7.8665771484375, 13.93292236328125 -7.86309814453125, 13.89892578125 -7.85638427734375, 13.88531494140625 -7.83929443359375, 13.87689208984375 -7.83258056640625, 13.86151123046875 -7.83258056640625, 13.8428955078125 -7.83929443359375, 13.81732177734375 -7.83770751953125, 13.7918701171875 -7.8291015625, 13.74591064453125 -7.8223876953125, 13.730712890625 -7.830810546875)"
,220-05,EN220,0.0,23.17,23.17,Quixico,Quipedro,Primary,BENGO,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (14.305298771270865 -7.985597455749773, 14.322300736808357 -7.994098542682495, 14.33930270667832 -7.995798762618226, 14.356304681545982 -7.988997898810496, 14.366505863978823 -7.992398334222181, 14.385208033568084 -7.9974989879782346, 14.407310608674072 -7.982197041395521, 14.424312597423208 -7.954993576640641, 14.446415191078726 -7.903987078451129)"
